radar_key,distance,easting,northing,elevation,bed_elevation,temperate,temperate_elevation,temperate_lower,temperate_upper,temperate_gpr_uncertainty,bed_type
dronbreen-20220328-DAT_0228_A1_2,745.0,538983.89,8670155.37,632.063,502.938,0.0,502.938,0.0,0.0,2.596,certain_cold
dronbreen-20220328-DAT_0228_A1_2,750.0,538988.6,8670155.1,631.908,502.262,0.0,502.262,0.0,0.0,2.606,certain_cold
dronbreen-20220328-DAT_0228_A1_2,755.0,538993.73,8670154.97,631.703,501.328,0.0,501.328,0.0,0.0,2.621,certain_cold
dronbreen-20220328-DAT_0228_A1_2,760.0,538998.94,8670154.84,631.79,500.789,0.0,500.789,0.0,0.0,2.633,certain_cold
dronbreen-20220328-DAT_0228_A1_2,765.0,539003.42,8670154.72,631.756,500.234,0.0,500.234,0.0,0.0,2.644,certain_cold
dronbreen-20220328-DAT_0228_A1_2,770.0,539009.0,8670154.39,631.734,499.691,0.0,499.691,0.0,0.0,2.654,certain_cold
dronbreen-20220328-DAT_0228_A1_2,775.0,539013.36,8670154.08,631.722,499.471,0.0,499.471,0.0,0.0,2.658,certain_cold
dronbreen-20220328-DAT_0228_A1_2,780.0,539018.89,8670153.56,631.718,499.154,0.0,499.154,0.0,0.0,2.665,certain_cold
dronbreen-20220328-DAT_0228_A1_2,785.0,539023.48,8670153.41,631.69,498.918,0.0,498.918,0.0,0.0,2.669,certain_cold
dronbreen-20220328-DAT_0228_A1_2,790.0,539029.07,8670153.48,631.653,498.672,0.0,498.672,0.0,0.0,2.673,certain_cold
dronbreen-20220328-DAT_0228_A1_2,795.0,539033.74,8670153.62,631.601,498.411,0.0,498.411,0.0,0.0,2.677,certain_cold
dronbreen-20220328-DAT_0228_A1_2,800.0,539038.93,8670153.58,631.5,498.102,0.0,498.102,0.0,0.0,2.681,certain_cold
dronbreen-20220328-DAT_0228_A1_2,805.0,539043.86,8670153.27,631.354,497.957,0.0,497.957,0.0,0.0,2.681,certain_cold
dronbreen-20220328-DAT_0228_A1_2,810.0,539048.89,8670152.75,631.182,497.575,0.0,497.575,0.0,0.0,2.685,certain_cold
dronbreen-20220328-DAT_0228_A1_2,815.0,539053.63,8670152.27,631.003,497.292,0.0,497.292,0.0,0.0,2.687,certain_cold
